codigo;identificador;link;descripcion
vid2341;3588;xT5m-sPSv3I;Usar la regla con cifras significativas
vid2342;3588;IXPUCtp46rU;Uso del ábaco
vid2343;3588;AsPwUQ163O8;Medir con regletas correctamente
vid2344;3588;gywaqIw1A8I;Midiendo objetos con regletas
vid2345;3588;xKrgL70GvVA;Uso de la balanza
vid2346;3588;KrF7kjaWnS4;Jugamos con la balanza
vid2347;3590;GqWn9NpC-4c;Uso del transportador para construir un ángulo
vid2348;3590;I-ScILy-XxE;Uso del transportador para medir ángulos  de menos de 180º
vid2349;3590;wHGWsCxw5nI;Uso del transportador para medir ángulos de más de 180º. Método 1
vid2350;3590;JlIgFrvDj1Q;Uso del transportador para medir ángulos de más de 180º. Método 2
vid2351;3592;WAATza8lx0M;Concepto de magnitud. Ejemplos
vid2352;3592;hZINVpW6Dcg;Pesa más, pesa menos
vid2353;3592;93C59nQvtvA;Cabe más, cabe menos
vid2354;3592;O5RwCkro1uA;Unidades tradicionales de Estados Unidos y sistema métrico
vid2355;3592;bcx1j-4ZyHs;Introducción al concepto de volumen
vid2356;3594;rwQjP1YG6oA;Estimaciones y medidas
vid2357;3596;dbv5WmzRAk0;Instrumentos para medir líquidos
vid2358;3596;SvEUE50L7NM;Medir líquidos con probeta
vid2359;3596;C5-LthyFvzM;Tipos de pipetas
vid2360;3596;ApgCw2f6vh0;Medir líquidos con pipeta graduada
vid2361;3596;J-MEL0A75xU;Medir líquidos con bureta
vid2362;3596;lnQtMFV8jng;Medir líquidos con Matraz aforado
vid2363;3610;AGPe2_i3bwo;Medidas de longitud: el pie, el paso, la mano y el dedo
vid2364;3610;gmavzYRd4lc;Antiguas medidas de longitud
vid2365;3612;Ll2cf9ho_8M;Unidades de longitud. Múltiplos y submúltiplos
vid2366;3614;KO9YrdKYqlg;Problema de longitud (suma y resta)
vid2367;3614;MAQQnVH83gw;Problemas con unidades de longitud
vid2368;3614;pU_D7jb9occ;Problema con unidades de longitud 1
vid2369;3614;oiD32m7OkHU;Problema con unidades de longitud 2
vid2370;3616;9ZF4fN1uVbc;Unidades de longitud inglesas
vid2371;3616;t2Wi9EBUjfo;Unidades tradicionales y Sistema Imperial británico
vid2372;3618;S2nDjCnnFaI;Unidades de longitud. Múltiplos y submúltiplos
vid2373;3618;ljuUBKZZCho;El metro: múltiplos y submúltiplos
vid2374;3620;kvgF8GMnpRo;Medidas complejas e incomplejas
vid2375;3620;ez1O75qkG0s;Expresar longitudes en forma compleja e incompleja. Ejemplos
vid2376;3620;QlpHezph0kM;Expresar en forma incompleja medidas de longitud complejas
vid2377;3634;t2Wi9EBUjfo;Unidades tradicionales y Sistema Imperial británico
vid2378;3636;TBRMM-123bw;Problemas de unidades de masa 1
vid2379;3636;h4nxLMYYPgU;Problema de masa 1
vid2380;3636;QHK1FmCe9gs;Problema de masa 2
vid2381;3638;v7RG0hZrIBk;El kilo
vid2382;3638;BwW_mC8Xj3U;Unidades de masa
vid2383;3640;yM0puoXPmdc;Conversión de unidades de masa 1
vid2384;3640;KEfLnEUNYic;Conversión de unidades de masa 2
vid2385;3642;kvgF8GMnpRo;Medidas complejas e incomplejas
vid2386;3642;7_agY4akq8s;Expresar masas en forma compleja e incompleja. Ejemplos
vid2387;3642;5ZjzhjnpiLo;Expresar en forma incompleja medidas de masa complejas
vid2388;3656;8sqTQTrJ0Fg;El galón y sus equivalencias
vid2389;3656;t2Wi9EBUjfo;Unidades tradicionales y Sistema Imperial británico
vid2390;3658;EjuHWT2-GyQ;El litro
vid2391;3658;TlQGXPiBXSk;Medir los líquidos. Litro y centilitro
vid2392;3658;YwT-n_UnVmM;El litro. Múltiplos y submúltiplos
vid2393;3660;Hshr0WU5T-s;Ejercicio resuelto de unidades de capacidad 1
vid2394;3660;lIzJx2Aa-EY;Ejercicio resuelto de unidades de capacidad 2
vid2395;3662;1gLeQxOhjwU;Cambios de unidad con medidas de capacidad
vid2396;3664;kvgF8GMnpRo;Medidas complejas e incomplejas
vid2397;3664;YYUdiecg5OU;Expresar en forma incompleja medidas de capacidad complejas
vid2398;3678;ZQYcSMdLagQ;Medir superficies con cuadrículas
vid2399;3680;JUCO-CC0Le0;Unidades de superficie
vid2400;3680;P6WMUqQ2cHU;Unidades agrarias de superficie
vid2401;3682;JUCO-CC0Le0;Unidades de superficie
vid2402;3682;nyXnxr8VAQo;Cambios de unidad con medidas de superficie
vid2403;3684;t2Wi9EBUjfo;Unidades tradicionales y Sistema Imperial británico
vid2404;3686;kvgF8GMnpRo;Medidas complejas e incomplejas
vid2405;3686;VFBNdNfB_30;Expresión incompleja y compleja en unidades de superficie
vid2406;3686;x7RILjqjR2Q;Expresar de forma compleja medidas de superficie incomplejas
vid2407;3700;KZee86Ayl_k;El volumen
vid2408;3700;zja7lGnAAt4;Medida del volumen
vid2409;3700;swv7hzgrIN0;Unidades de volumen
vid2410;3704;6ojMO4OLmzM;Calcular el volumen de un sólido irregular
vid2411;3704;SLvV-jxTCYw;Calcular el volumen de un sólido regular o irregular
vid2412;3704;Xcc-gyORt6o;Calcular el volumen de un prisma regular usando cubos unitarios
vid2413;3704;nOcui-BX63Y;Calcular el volumen de formas irregulares usando cubos unitarios
vid2414;3704;rT8VlwQ2D5M;Calcular el volumen conociendo la masa y la densidad
vid2415;3706;LFeDjEmhB0U;Ejercicio de cambio de unidades de volumen
vid2416;3706;zsfNFTfw8q8;Ejercicio de cambio de unidades de volumen utilizando potencias
vid2417;3708;W5yMHQXpoQs;Cálculo del volumen de un prisma recto
vid2418;3708;blWZiEUtB64;Cálculo del volumen de una pirámide
vid2419;3722;I-ScILy-XxE;Uso del transportador para medir ángulos  de menos de 180º
vid2420;3722;wHGWsCxw5nI;Uso del transportador para medir ángulos de más de 180º. Método 1
vid2421;3722;JlIgFrvDj1Q;Uso del transportador para medir ángulos de más de 180º. Método 2
vid2422;3724;hZ1mBE5FiyE;Medidas de ángulos. Sistema sexagesimal
vid2423;3724;twq-7y682Kw;Conversiones de grados, minutos y segundos
vid2424;3724;ZqF85Zo4zsY;Ejercicio de suma en el sistema sexagesimal
vid2425;3724;laay803XR3M;Ejercicio de resta en el sistema sexagesimal
vid2426;3726;KalmBhquwWE;Convertir grados a radianes 1
vid2427;3726;_rrBbj0hV_M;Convertir grados a radianes 2
vid2428;3726;ieI2FN9Zt04;Convertir grados a radianes 3
vid2429;3726;sTAAQLTZJmU;Convertir grados a radianes 4
vid2430;3726;oyIg7mTfhRU;Convertir radianes a grados 1
vid2431;3726;28gb5CRIUjM;Convertir radianes a grados 2
vid2432;3726;xPx5w8BPEBU;Convertir radianes a grados 3
vid2433;3726;4bSIsSlzX0A;Convertir radianes a grados 4
vid2434;3726;6SCc9jrUwhU;Convertir radianes a grados 5
vid2435;3728;HUbrdSUv82E;Ángulos complementarios y suplementarios
vid2436;3728;Ii_4sAJeMbg;Ejercicio de calcular el complementario o el suplementario de ángulos sencillos
vid2437;3728;zIUtvfczPa8;Ejercicio de calcular el complementario de un ángulo
vid2438;3728;UVxyZ0-8MDY;Ejercicio de calcular el suplementario de un ángulo
vid2439;3730;kvgF8GMnpRo;Medidas complejas e incomplejas
vid2440;3730;hZ1mBE5FiyE;Medidas de ángulos. Sistema sexagesimal
vid2441;3742;M0LpA8jp9KE;Mañana, tarde y noche
vid2442;3742;Qkpkvuw8BeQ;Actividades diarias
vid2443;3742;68lrhk4es9M;El tiempo: antes, ahora y después
vid2444;3742;xlEFoKf-wao;Antes, durante, después y ahora
vid2445;3746;roLOfvpkAcY;Los días de la semana: más que el nombre
vid2446;3748;HjXipvROu-Q;Problema de horas 1
vid2447;3748;DIJn0BMVGw8;Problema de horas 2
vid2448;3748;#¿NOMBRE?;Problema de horas 3
vid2449;3748;Vfoe7FPBU9k;Problema de horas 4
vid2450;3748;_NaGnlLl248;Problema de horas 5
vid2451;3748;Q9BFE7I7LR8;Problema de horas 6
vid2452;3748;ojYA9KGKSic;Problema de horas 7
vid2453;3748;Ugql1nSQO10;Problema con sistema sexagesimal 1
vid2454;3748;zmOyOf_BEW4;Problema con sistema sexagesimal 2
vid2455;3750;kXvimwd0uC0;Del mes al Siglo
vid2456;3750;57MIP4w3n34;Años, meses y días
vid2457;3750;jSxT4VJV3nI;Unidades de tiempo mayores al día
vid2458;3752;bOcP2YOeH94;Meses, días, horas, minutos y segundos
vid2459;3754;kvgF8GMnpRo;Medidas complejas e incomplejas
vid2460;3754;0G8Aj8fW_ro;Expresar unidades de tiempo en forma compleja e incompleja. Ejemplos
vid2461;3754;X4jFuXlUGS8;La medida del tiempo: forma compleja e incompleja
vid2462;3754;k61bhNw2qTs;Expresar de forma incompleja medidas de tiempo complejas
vid2463;3754;EGqICgjEwpo;Expresar de forma compleja medidas de tiempo incomplejas
vid2464;3768;4C4ul8iVjVo;Resolución de problemas con dinero
vid2465;3768;m9ZPlExRSWY;La tiendita
vid2466;3768;Ma7qMYzwmJc;¿Cuánto dinero hay?
vid2467;3768;#¿NOMBRE?;Suma y resta dinero en el mercado
vid2468;3770;GBW9_T6Swds;El euro
vid2469;3770;4YGUb_5pHoM;Monedas y billetes argentinos
vid2470;3770;xh34SENciXU;Monedas y billetes bolivianos
vid2471;3770;Mk6718M7Xhw;Monedas chilenas
vid2472;3770;PTptK_-ppBQ;Monedas colombianas
vid2473;3770;Wv8R9L70MNs;Monedas y billetes cubanos
vid2474;3770;vrWioBshfNQ;Monedas y billetes mexicanos
vid2475;3770;PTSuZZxBxRE;Billetes paraguayos
vid2476;3770;gzIBuDCQ2wo;Monedas y billetes peruanos
vid2477;3772;8lBPRhaDd0w;Monedas y billetes de euro y céntimos
vid2478;3772;RT2mq5z-eR0;Céntimos de euro
vid2479;3774;cLWAFiu83hM;Cómo se calcula el cambio de moneda
vid2480;3788;VC53md3gBvQ;El Sistema Internacional de Unidades
vid2481;3788;f10dytYLSNo;Unidades del sistema internacional
vid2482;3790;VC53md3gBvQ;Sistema Internacional de Unidades
vid2483;3790;#¿NOMBRE?;Conveniencia de utilizar un sistema convencional de unidades de medida
vid2484;3792;LDKng_b7iX4;Volumen y capacidad. Diferencias y relaciones entre ellos
vid2485;3792;NR0d_9wXCFE;Relación entre unidades de capacidad y volumen
vid2486;3794;gCQq9ZNpfO8;Medida de masa, volumen y densidad
vid2487;3794;sy1_rVAzZBU;Masa, volumen y densidad
vid2488;3810;dqg3asSe3qw;Las variables
vid2489;3810;11cXF7xZPiw;Tipos de variables estadísticas
vid2490;3810;qmBk_GwxAmU;Variables aleatorias
vid2491;3812;NIxSbDhcaDk;Fuentes de datos estadísticos
vid2492;3812;Zg35q2BVsjc;Técnicas e instrumentos de recogida de datos
vid2493;3812;beXr0po4vjo;Técnicas de recopilación de información
vid2494;3812;QBdtqxwbV3g;Recolección y organización de datos
vid2495;3814;XSVJPOM8ksA;Población, variable y recuento de datos
vid2496;3814;QBdtqxwbV3g;Recolección y organización de datos
vid2497;3814;NHeDajG_9w8;Tablas de conteo con ejemplos
vid2498;3816;6oLDbenzHrQ;Tabulación de datos cualitativos
vid2499;3816;pThsWPfzojw;Tablas de contingencia
vid2500;3826;XM10JlBSPJg;Frecuencias
vid2501;3826;siM3eX0iHNw;Recuento de datos y tabla de frecuencias
vid2502;3828;tOqdTdFarvI;Creando una tabla de frecuencias de variable continua con Geogebra
vid2503;3830;yophsV1TlaU;Introducción a las tablas de doble entrada
vid2504;3830;2h_Xlgt6FmY;Construir una tabla de doble entrada a partir de un diagrama
vid2505;3830;pThsWPfzojw;Cálculo de probabilidades a partir de tablas de doble entrada
vid2506;3832;XM10JlBSPJg;Introducción a las frecuencias absoluta y relativa
vid2507;3832;sDDlv0UYNPQ;Frecuencia absoluta y relativa  
vid2508;3832;pYimGl2LbnU;Frecuencia relativa, absoluta acumulada y relativa acumulada
vid2509;3832;cIDgaKTMEV4;Frecuencia absoluta, relativa y acumulada con Excel
vid2510;3846;r3g_7eKr8ac;Hacer un gráfico de barras
vid2511;3846;6pQmKTy0_Qk;Gráfico de barras con geogebra
vid2512;3846;MSb7GLTxdKg;Ejercicio de interpretación de un diagrama de barras 1
vid2513;3846;1_6vxyN6ro0;Ejercicio de interpretación de un diagrama de barras 2
vid2514;3846;Lu4AaDhuLu8;Histograma con geogebra
vid2515;3848;aaV-ROo2Z8M;Cómo hacer un diagrama de sectores
vid2516;3848;CWgHuyrETFI;Cómo hacer un diagrama de sectores con Excel
vid2517;3848;CVI9ohexK6U;Cómo hacer un diagrama de sectores con Calc
vid2518;3848;8g2Jb2tpWfM;Interpretar un diagrama de sectores. Ejemplo
vid2519;3850;XFjDGydsGvU;¿Qué es un histograma?
vid2520;3850;FWHoxj6Tyq4;Cómo construir histogramas y polígonos de frecuencias
vid2521;3850;uZ3Q6Nth7-E;Construir histogramas y polígonos de frecuencias con excel
vid2522;3850;ElBQSpgghLg;¿Qué es un pictograma?
vid2523;3850;Onwy66zsx3k;Cómo hacer e interpretar pictogramas
vid2524;3850;6m7zQSTX6Hw;Problemas de pictogramas resueltos
vid2525;3850;zhVo7q9bDqc;Cómo hacer un pictograma con excel
vid2526;3852;lzVLS3vRdNA;Ejercicio de interpretación de gráfica 1
vid2527;3852;o3TpX-RsVMY;Ejercicio de interpretación de gráfica 2
vid2528;3852;SeGa8sS29E4;Ejercicio de interpretación de un gráfico lineal
vid2529;3852;obXFZCBqGXA;Ejercicio de interpretación de un diagrama de barras
vid2530;3852;VKY3gLlL91I;Ejercicio de interpretación de una pirámide de población
vid2531;3854;3V9LVc3aT1s;Tipos de gráficos en la hoja de cálculo
vid2532;3854;3V9LVc3aT1s;Crear un gráfico en una hoja de cálculo de Google
vid2533;3854;2cngaJtAwqw;Diagrama de barras en una hoja de cálculo
vid2534;3854;IeyMSHi4J3k;Gráficos con LibreOffice Calc
vid2535;3854;1KRKAYAENoo;Diagrama de sectores en una hoja de cálculo
vid2536;3854;kD2JQ2QE610;Gráficos con Excel
vid2537;3868;ogl6N2vy420;Media y moda
vid2538;3868;0DA7Wtz1ddg;Media, mediana y moda en datos no tabulados
vid2539;3868;sc9y5sp2L_Q;Media, mediana y moda en datos tabulados y no tabulados
vid2540;3868;xegBs_qswdw;Media, mediana y moda en datos agrupados
vid2541;3868;srKfNKc61ks;Media, mediana y moda en datos agrupados puntualmente
vid2542;3868;KMnYaS6lU-I;Interpretación de las medidas de centralización. Ejemplo
vid2543;3868;CpWrxPVfv6Q;Cálculo de las medidas de centralización con GeoGebra
vid2544;3868;srKfNKc61ks;Media, mediana y moda en Excel
vid2545;3870;ZmRmKshFk7A;Cálculo de las medidas de dispersión en datos no agrupados
vid2546;3870;xrQcssGv-2g;Cálculo de las medidas de dispersión en datos agrupados
vid2547;3870;EneD8eVUSeg;Interpretación de las medidas de dispersión. Ejemplo
vid2548;3870;CdrhTnzGk9o;Cálculo de la desviación estandar con Excel e interpretación del resultado
vid2549;3870;CpWrxPVfv6Q;Cálculo de las medidas de dispersión con GeoGebra
vid2550;3872;Qm43Oh-7pec;Medidas de posición no centrales: cuartiles, deciles, percentiles...
vid2551;3872;76TttzXfMNs;Concepto de cuartiles, deciles y percentiles explicado con un ejemplo
vid2552;3872;fLjnpvFdG4U;Ejercicio resuelto de cálculo de cuartiles, deciles y percentiles
vid2553;3872;sc9u5NXNJjI;Hallar los cuartiles, percentiles...de datos no agrupados con Excel
vid2554;3872;rDEkgM2vUvM;Hallar los cuartiles de datos no agrupados con Geogebra
vid2555;3872;jv9N4GDjN3M;Hallar los percentiles de datos no agrupados con Geogebra
vid2556;3886;oeyx8HJQ42I;Experimentos aleatorios y deterministas I
vid2557;3886;sW-Z4nfkFWo;Experimentos aleatorios y deterministas II
vid2558;3888;sVqJIfzn9Eg;Tipos de sucesos
vid2559;3890;Z--l3u6Wqlk;Concepto de espacio muestral y de evento (suceso)
vid2560;3890;0VTAEryGW7g;Concepto de espacio muestral y ejemplos
vid2561;3890;CGIYt_jvxJU;Espacio Muestral de lanzamiento de 1, 2 o 3 monedas
vid2562;3890;pbyOGuVnirE;Espacio Muestral y tipos de sucesos. Ejercicio resuelto
vid2563;3892;bazKrpT91kY;Regla de Laplace. Definición y Ejemplos
vid2564;3892;vKA1OuKitKU;Problema de probabilidad: canicas en una bolsa
vid2565;3892;ai1cudKp284;Problema de probabilidad: ganar en un sorteo
vid2566;3892;sh65tZ-U9RQ;Problema de probabilidad: sacar una carta
vid2567;3892;0C164x9J4QI;Problema de probabilidad: lanzar una moneda
vid2568;3892;mbqBeEgrYow;Problema de probabilidad: Evento compuesto
vid2569;3894;QEGpuzVXHKY;¿Qué es un diagrama de árbol? Ejemplos
vid2570;3894;ldHOZmXu_do;Métodos de conteo: Diagramas de árbol y valor posicional
vid2571;3894;Im-1JGyTaU0;Ejemplo de diagrama de árbol con figuras geométricas y colores
vid2572;3894;46ft8iSbAaA;Ejemplo de cálculo de un espacio muestral con un diagrama de árbol
vid2573;3894;uovnaqsYZWE;Métodos de conteo: regla del producto
vid2574;3894;WWUuBaBcdgY;Métodos de conteo: regla del producto y diagrama de árbol
vid2575;3896;yVvj4dExgao;Concepto de probabilidad condicionada. Ejemplo
vid2576;3896;ZyF6TtT6hwo;Ejercicio resuelto de probabilidad condicionada
vid2577;3896;8vSe_7H8g4Q;Ejercicios resueltos de probabilidad condicionada
vid2578;3896;ZyF6TtT6hwo;Ejercicio resuelto de probabilidad condicionada
vid2579;3896;2rxX5DJLBUk;Ejercicios resueltos de probabilidad condicionada
vid2580;4004;jGSaSaC44s4;Atención infantil: absurdos
vid2581;4008;ruuUS8ddHyY;Ejercicio de reconocer personas por su descripción
vid2582;4010;est30Sk6zRE;Las estaciones del año con Pelayo y su pandilla
vid2583;4010;7vM_1N_BjK8;Las estaciones del año y el movimiento de traslación terrestre
vid2584;4012;DMEaVcyXX-Q;Dentro y Fuera
vid2585;4012;bBkCRNFp6QI;Arriba y Abajo
vid2586;4012;R-jjurxsnfg;Cerca y Lejos
vid2587;4012;55XyGSo9ibc;Cerca y Lejos
vid2588;4012;h5X5c7P6HTk;Delante y Detrás
vid2589;4012;6K4APNSPCsA;Encima y Debajo
vid2590;4012;KW3WIQ3_0WI;Orientación espacial
vid2591;4012;SyVx9kJdIwk;Izquierda y derecha/autismo
vid2592;4012;rI_lYJLkOL0;Dentro y Fuera
vid2593;4012;15-Xxiv0Odk;Canción de Arriba y Abajo
vid2594;4016;S426T67VA6A;La familia con Pelayo y su pandilla
vid2595;4016;7tnHaU5aMro;Miembros de la familia
vid2596;4016;oryZjffzOyQ;Cómo hacer un árbol genealógico
vid2597;4023;pRFGCdrWdiI;Algunas profesiones
vid2598;4023;10VKh09rVRY;Las profesiones
vid2599;4023;Bkgq-yaSrQg;Adivina de qué profesión se trata
vid2600;4024;2XZfdJpQIic;Partes de la casa
vid2601;4026;64KgpZCvuos;Tipos de viviendas
vid2602;4026;mIoNZiI5EvY;Evolución de las viviendas
vid2603;4026;N1suJvcnMno;Partes y muebles de la casa
vid2604;4028;SNSMUM1qBdk;Recursos naturales renovables y no renovables
vid2605;4032;ieIlv6uOK-c;La escuela
vid2606;4035;uJP8QCsdwxg;Cultura e identidad cultural (Colombia)
vid2607;4036;OPUDvY16eI8;Identidad y diversidad cultural
vid2608;4036;uJP8QCsdwxg;Cultura e identidad cultural (Colombia)
vid2609;4036;sDtaR9XqJZ0;Diversidad y respeto
vid2610;4038;Dpqe2nLLseY;Medios de transporte
vid2611;4038;YMr4xTWN4_k;Los medios de transporte
vid2612;4040;7NCf3c1cGGk;Causas y consecuencias: canción
vid2613;4040;Pn984AwYcVg;Causas y efectos: concepto y ejemplos
vid2614;4050;vr-yUTmnNUA;Construye una polea
vid2615;4053;zzHu-yqdlz0;El método científico
vid2616;4054;zzHu-yqdlz0;El método científico
vid2617;4056;zzHu-yqdlz0;El método científico
vid2618;4060;zzHu-yqdlz0;El método científico
vid2619;4062;okFhsT0mO20;Sugerencias para la redacción del informe de un experimento
vid2620;4062;aFfY274eK7w;Cómo hacer un esquema
vid2621;4062;#¿NOMBRE?;Cómo hacer un esquema con Word
vid2622;4064;u1-seT3Vs6c;¿Cómo hacer un proyecto de investigación?
vid2623;4064;CkRVz-48iZc;Trucos para hablar en público
vid2624;4064;9dEiK01MbXY;Cómo hacer una exposición oral
vid2625;4078;YpGnthPGud0;Los puntos cardinales
vid2626;4080;xZLP4i_W_UM;Los mapas
vid2627;4080;9k25rdvq2Og;Tipos de mapas
vid2628;4080;SzHh7sdjEUo;La forma de la Tierra y su representación en mapas
vid2629;4080;JPXWmRbIVsM;La selección de las proyecciones cartográficas
vid2630;4082;ffqmd0d75YE;Escala numérica y gráfica
vid2631;4082;#¿NOMBRE?;Ejercicios con escalas de mapas
vid2632;4082;uTbe8I5IEgk;Ejercicio de cálculo de la razón de una escalas
vid2633;4082;kx2Bit8te1s;Lectura de un mapa
vid2634;4084;sCFtmefUIxM;El relieve: Elementos de un mapa
vid2635;4084;kx2Bit8te1s;Lectura de un mapa topográfico
vid2636;4084;3A_OBfm04ck;El relieve: Concepto y representación. Los mapas
